iter	Passed	Remaining
940	40597	2545
941	40641	2502
942	40687	2459
943	40723	2415
944	40767	2372
945	40804	2329
946	40840	2285
947	40876	2242
948	40924	2199
949	40976	2156
950	41018	2113
951	41061	2070
952	41104	2027
953	41140	1983
954	41186	1940
955	41228	1897
956	41274	1854
957	41307	1810
958	41342	1767
959	41382	1724
960	41433	1681
961	41473	1638
962	41509	1594
963	41544	1551
964	41582	1508
965	41626	1465
966	41669	1422
967	41722	1379
968	41759	1335
969	41798	1292
970	41842	1249
971	41887	1206
972	41943	1163
973	41977	1120
974	42011	1077
975	42047	1033
976	42091	990
977	42132	947
978	42172	904
979	42215	861
980	42256	818
981	42300	775
982	42349	732
983	42390	689
984	42425	646
985	42464	602
986	42499	559
987	42536	516
988	42576	473
989	42615	430
990	42659	387
991	42700	344
992	42734	301
993	42778	258
994	42835	215
995	42873	172
996	42914	129
997	42953	86
998	42996	43
999	43039	0
